8.689	4.5479E-006
8.736	7.2299E-006
8.784	0.000012577
8.831	0.00002187
8.879	0.000036375
8.928	0.000057488
8.976	0.000086735
9.025	0.00012543
9.074	0.00017326
9.123	0.00022927
9.173	0.00029233
9.222	0.000361
9.273	0.00043376
9.323	0.00050889
9.373	0.0005844
9.424	0.00065824
9.476	0.00072793
9.527	0.00079068
9.579	0.00084391
9.631	0.00088692
9.683	0.00091987
9.736	0.00094294
9.788	0.00095655
9.842	0.00096116
9.895	0.00095764
9.949	0.00094829
10.003	0.00093576
10.057	0.00092263
10.112	0.00091135
10.167	0.00090431
10.222	0.00090306
10.277	0.00090631
10.333	0.00091216
10.389	0.00091874
10.446	0.00092414
10.502	0.00092645
10.559	0.00092377
10.617	0.00091407
10.674	0.00089534
10.732	0.00086641
10.791	0.00083378
10.849	0.00080791
10.908	0.00079847
10.967	0.00079927
11.027	0.00078986
11.087	0.00074949
11.147	0.0006948
11.208	0.00071017
11.268	0.00088796
11.33	0.0010385
11.391	0.0010325
11.453	0.001175
11.515	0.001238
11.578	0.0012533
11.641	0.0012521
11.704	0.0012487
11.767	0.0012633
11.831	0.0012479
11.895	0.0012341
11.96	0.0012394
12.025	0.001236
12.09	0.0012425
12.156	0.0012859
12.222	0.0013041
12.288	0.0013206
12.355	0.001322
12.422	0.0014425
12.49	0.0014358
12.557	0.0014978
12.626	0.0014867
12.694	0.0015862
12.763	0.0015752
12.832	0.0016406
12.902	0.0016574
12.972	0.0016741
13.043	0.0016641
13.113	0.0016768
13.185	0.0017286
13.256	0.0017549
13.328	0.001761
13.4	0.0017694
13.473	0.0017781
13.546	0.0017798
13.62	0.0017745
13.694	0.0017648
13.768	0.0017545
13.843	0.001747
13.918	0.0017406
13.994	0.0017325
14.07	0.0017225
14.146	0.0017118
14.223	0.0017008
14.3	0.0016899
14.378	0.0016792
14.456	0.0016686
14.534	0.0016579
14.613	0.0016475
14.693	0.0016373
14.772	0.0016266
14.853	0.001615
14.933	0.001603
15.014	0.0015909
15.096	0.0015785
15.178	0.0015656
15.26	0.0015521
15.343	0.0015381
15.426	0.0015236
15.51	0.0015087
15.594	0.0014932
15.679	0.0014775
15.764	0.0014617
15.85	0.0014465
15.936	0.0014325
16.022	0.0014197
16.109	0.0014071
16.197	0.0013941
16.285	0.0013807
16.373	0.0013671
16.462	0.0013531
16.552	0.0013383
16.641	0.0013227
16.732	0.0013072
16.823	0.0012935
16.914	0.0012792
17.006	0.0012642
17.098	0.0012498
17.191	0.0012354
17.284	0.0012201
17.378	0.001204
17.473	0.0011879
17.567	0.0011721
17.663	0.0011568
17.759	0.0011419
17.855	0.0011273
17.952	0.0011131
18.05	0.0010992
18.148	0.0010857
18.246	0.0010725
18.345	0.0010595
18.445	0.0010465
18.545	0.0010331
18.646	0.0010194
18.747	0.0010057
18.849	0.0009924
18.951	0.00097956
19.054	0.00096714
19.157	0.0009551
19.262	0.00094328
19.366	0.00093149
19.471	0.00091959
19.577	0.00090764
19.683	0.00089578
19.79	0.00088404
19.898	0.00087221
20.006	0.00085997
20.114	0.00084714
20.224	0.00083391
20.333	0.00082054
20.444	0.00080733
20.555	0.0007946
20.666	0.0007827
20.779	0.00077176
20.891	0.00076108
21.005	0.00074974
21.119	0.00073729
21.234	0.00072564
21.349	0.00071654
21.465	0.00070921
21.581	0.00070251
21.699	0.00069529
21.816	0.00068646
21.935	0.00067581
22.054	0.0006639
22.174	0.00065133
22.294	0.00063861
22.415	0.00062611
22.537	0.00061415
22.659	0.00060302
22.782	0.00059265
22.906	0.00058289
23.03	0.00057356
23.155	0.00056464
23.281	0.00055617
23.407	0.00054819
23.535	0.00054068
23.662	0.00053343
23.791	0.00052616
23.92	0.00051863
24.05	0.00051072
24.181	0.00050241
24.312	0.00049371
24.444	0.00048464
24.577	0.00047537
24.71	0.0004661
24.844	0.00045705
24.979	0.00044831
25.115	0.00043984
25.251	0.00043161
25.388	0.00042356
25.526	0.00041566
25.665	0.00040788
25.804	0.00040019
25.944	0.00039256
26.085	0.00038503
26.227	0.00037762
26.369	0.00037038
26.512	0.00036335
26.656	0.00035656
26.801	0.00035007
26.946	0.00034393
27.093	0.00033816
27.24	0.0003327
27.388	0.00032747
27.537	0.00032237
27.686	0.00031732
27.836	0.00031228
27.988	0.00030719
28.139	0.000302
28.292	0.00029669
28.446	0.00029127
28.6	0.00028579
28.756	0.00028029
28.912	0.00027483
29.069	0.00026942
29.227	0.00026408
29.385	0.00025879
29.545	0.00025356
29.705	0.0002484
29.867	0.0002433
30.029	0.0002383
30.192	0.0002334
30.356	0.00022861
30.521	0.00022394
30.686	0.00021937
30.853	0.00021491
31.02	0.00021055
31.189	0.00020628
31.358	0.00020209
31.529	0.000198
31.7	0.000194
31.872	0.00019008
32.045	0.00018625
32.219	0.00018251
32.394	0.00017885
32.57	0.00017527
32.747	0.00017177
32.924	0.00016835
33.103	0.00016501
33.283	0.00016174
33.464	0.00015854
33.645	0.00015541
33.828	0.00015234
34.012	0.00014935
34.196	0.00014643
